Question,Answer,Source,Date Retrieved
How is life under lockdown due to COVID-19?,-,Quora,7-May-20
Which businesses are booming because of COVID-19?,-,Quora,7-May-20
Can you catch a coronavirus COVID-19 more than once?,-,Quora,7-May-20
Does COVID-19 expose any flaws in capitalism?,-,Quora,7-May-20
Is the COVID-19 outbreak a black swan event?,-,Quora,7-May-20
Can the virus that causes CoVID-19 be transmitted through the air?,-,Quora,7-May-20
Will the COVID-19 affect President Donald Trump’s re-election?,-,Quora,7-May-20
Has anyone actually recovered from the COVID-19 virus?,-,Quora,7-May-20
Will china become superpower after covid 19 ?,-,Quora,7-May-20
What does COVID mean?,-,Quora,7-May-20
How is North Korea still unaffected by COVID-19?,-,Quora,7-May-20
What are the bad impacts of the Covid-19?,-,Quora,7-May-20
Where did COVID-19 come from?,-,Quora,7-May-20
What’s the difference between coronavirus and COVID-19?,-,Quora,7-May-20
How can India remain safe from COVID-19?,-,Quora,7-May-20
"What is hydroxylchloroquine, and is it effective in the treatment of covid 19?",-,Quora,7-May-20
Is Covid-19 generated in Italy?,-,Quora,7-May-20
Why doesn't China apologize for causing COVID-19?,-,Quora,7-May-20
Should landlords forgive rent during the economic shutdown caused by Covid 19?,-,Quora,7-May-20
Are you worried about COVID-19?,-,Quora,7-May-20
Is COVID-19 bio-engineered?,-,Quora,7-May-20
How long do you think the Covid-19 pandemic will last in America?,-,Quora,7-May-20
How are you coping during the covid-19 coronavirus crisis?,-,Quora,7-May-20
Are we winning the war against COVID-19?,-,Quora,7-May-20
How is the IT industry coping with the COVID-19 situation?,-,Quora,7-May-20
How do we cope with stress during COVID-19?,-,Quora,7-May-20
What are your insights/comments or suggestions about COVID-19?,-,Quora,7-May-20
Which foods boost immunity to viruses such as COVID-19?,-,Quora,7-May-20
Do you think they will make a movie about COVID-19?,-,Quora,7-May-20
Are you bored with staying at home due to covid-19?,-,Quora,7-May-20
How likely is it that the COVID-19 virus was created by the Chinese as a biological weapon?,-,Quora,7-May-20
What will be some unexpected outcomes of the 2020 COVID-19 pandemic?,-,Quora,7-May-20
Which stocks should I buy during the covid-19 outbreak?,-,Quora,7-May-20
How are you using the sudden surplus of time you have due to the COVID-19 social distancing and closures?,-,Quora,7-May-20
What are suggestions for things to do in the Covid-19 quarantine?,-,Quora,7-May-20
Can wearing a face mask prevent COVID-19?,-,Quora,7-May-20
Why are the naysayers saying the COVID-19 isn’t real?,-,Quora,7-May-20
Will COVID-19 stay and last forever?,-,Quora,7-May-20
How will the Covid-19 virus affect the United States?,-,Quora,7-May-20
Is there a vaccine for the coronavirus?,-,Quora,7-May-20
What are some common misconceptions about COVID-19?,-,Quora,7-May-20
For how long do people stay infected with COVID-19?,-,Quora,7-May-20
How could the Corona virus (COVID-19) outbreak trigger a major economic recession in the US?,-,Quora,7-May-20
Will real estate prices go down with the COVID-19 panic?,-,Quora,7-May-20
How much will the stock market go down due to covid-19 pandemic?,-,Quora,7-May-20
Who discovered the novel COVID-19?,-,Quora,7-May-20
Will there be a COVID-20 or higher?,-,Quora,7-May-20
Is the USA lying about the covid-19 data?,-,Quora,7-May-20
Are Chinese citizens protesting the lockdown imposed since the spread of the COVID-19 virus?,-,Quora,7-May-20
What type of face mask is recommended to prevent catching COVID-19?,-,Quora,7-May-20
What do you think will be the new 'normal' after COVID-19?,-,Quora,7-May-20
Is it safe to invest in buying property during COVID 19?,-,Quora,7-May-20
Have your views towards China changed after the burst of COVID-19?,-,Quora,7-May-20
What aren't they telling us about COVID-19?,-,Quora,7-May-20
"In COVID-19, what is the meaning of 19 here?",-,Quora,7-May-20
Does UV light kill the Coronavirus COVID-19?,-,Quora,7-May-20
Who is the most affected by COVID-19?,-,Quora,7-May-20
How has covid-19 affected animals?,-,Quora,7-May-20
How deadly is Covid-19 to pets?,-,Quora,7-May-20
The Covid-19 virus has hit Europe harder than China. Is that the price of an open society?,-,Quora,7-May-20
Why did President Trump just refer in a tweet to COVID 19 as “the Chinese Virus”?,-,Quora,7-May-20
Could COVID-19 wipe out the human race?,-,Quora,7-May-20
Why is diabetes a risk factor for Covid -19?,-,Quora,7-May-20
What is China doing to stop the spread of Covid-19?,-,Quora,7-May-20
Why is the vaccine for COVID 19 taking so long?,-,Quora,7-May-20
What is the one thing you want to do when COVID 19 is over?,-,Quora,7-May-20
Which ones are the most interesting facts about social adaptation and why is that?,-,Quora,7-May-20
Are you confident with the way Donald Trump is handling the Covid-19 epidemic?,-,Quora,7-May-20
Is there a country whose people are not exposed to Covid-19?,-,Quora,7-May-20
How unlikely is it that COVID-19 is the end of humanity as we know it?,-,Quora,7-May-20
Can taking vitamin C boost your body's resistance to COVID-19?,-,Quora,7-May-20
Does a history of smoking tobacco increase one's risk of catching Covid-19?,-,Quora,7-May-20
Can plasma from COVID-19 survivors treat others?,-,Quora,7-May-20
How serious is Covid-19 (Coronavirus) situation in India?,-,Quora,7-May-20
What is the temperature required to kill Covid-19?,-,Quora,7-May-20
What will happen if the president of the USA gets COVID-19?,-,Quora,7-May-20
Is Covid-19 dangerous for those who vape?,-,Quora,7-May-20
How quickly can the COVID-19 virus spread?,-,Quora,7-May-20
Is there any proof that the COVID-19 was naturally occurring or man-made?,-,Quora,7-May-20
Why aren’t you afraid of the coronavirus/COVID-19?,-,Quora,7-May-20
Why is no one able to find medicine for Covid 19?,-,Quora,7-May-20
Can COVID-19 permanently damage the lungs of an infected person?,-,Quora,7-May-20
Is China going to pay reparations for the Covid-19 virus?,-,Quora,7-May-20
Why is the coronavirus named COVID-19?,-,Quora,7-May-20
Which business sectors will be the most affected from the new emerging Coronavirus (COVID-19)?,-,Quora,7-May-20
Will warmer temperatures start to slow down the spread of COVID-19?,-,Quora,7-May-20
What have been and what will be the consequences of COVID-19 on e-commerce?,-,Quora,7-May-20
How do you feel about the way Sweden is handling the covid-19 crisis?,-,Quora,7-May-20
What kind of work can I do from home due to the COVID-19 epidemic?,-,Quora,7-May-20
How is Trump dealing with the COVID-19 coronavirus? What should he be doing or not doing?,-,Quora,7-May-20
Which country has had the most deaths due to COVID-19?,-,Quora,7-May-20
How is North Korea dealing with Covid-19?,-,Quora,7-May-20
How much longer do we need to wait to get a medicine for the Coronavirus (2019)?,-,Quora,7-May-20
Can Covid-19 be contracted from a package in the mail?,-,Quora,7-May-20
Could CoVID-19 virus mutate to a deadlier strain of virus for humans?,-,Quora,7-May-20
What are the biggest business opportunities amid the covid-19 pandemic?,-,Quora,7-May-20
Was the Covid-19 virus intentionally released on the population by the Chinese government?,-,Quora,7-May-20
Will COVID-19 cause an economic depression?,-,Quora,7-May-20
How is China winning the war against Covid-19?,-,Quora,7-May-20
Is there any scientific evidence that 5G technology linked with the spread of COVID-19?,-,Quora,7-May-20
Is there covid-19 in the United States of America?,-,Quora,7-May-20
How do I get an antibody test for COVID-19?,-,Quora,7-May-20
Has the COVID-19 virus mutated yet?,-,Quora,7-May-20
What are some interesting examples of before and after Covid-19 photos?,-,Quora,7-May-20
Is COVID-19 really as bad as the media and some people make it seem?,-,Quora,7-May-20
How did Covid affect chartered accountants and students?,-,Quora,7-May-20
Are some people naturally immune to COVID-19?,-,Quora,7-May-20
How does COVID-19 affect the technology industry?,-,Quora,7-May-20
What long-term implications will COVID-19 have?,-,Quora,7-May-20
Will the corona virus (COVID-19) affect summer vacation plans?,-,Quora,7-May-20
Is COVID-19 actually contained in China?,-,Quora,7-May-20
Why is Russia safe from the COVID-19 coronavirus?,-,Quora,7-May-20
Will India be affected by the COVID-19 (coronavirus) as badly as Italy?,-,Quora,7-May-20
Is the new Coronavirus (COVID-19) a biological weapon blasted against China’s economy?,-,Quora,7-May-20
Did astrology predict COVID-19?,-,Quora,7-May-20
Will the stock market recover from this blow due to coronavirus (Covid 19)?,-,Quora,7-May-20
What is the impact of coronavirus (Covid-19) on the aviation industry?,-,Quora,7-May-20
What is the biggest lie ever told by China to the world on covid-19?,-,Quora,7-May-20
How effective are hand sanitizers like Purell against CoVid-19?,-,Quora,7-May-20
Is the world going to end as a result of COVID-19?,-,Quora,7-May-20
How and why will Covid-19 affect the USA differently than other countries?,-,Quora,7-May-20
What is the scientific name of Coronavirus or Covid-19?,-,Quora,7-May-20
What will be the impact of COVID-19 on the UPSC 2020?,-,Quora,7-May-20
Will the “seniors-only” shopping hours keep the elderly safer during the COVID-19 emergency?,-,Quora,7-May-20
What will happen if Covid-19 is not controlled and spread all over the world?,-,Quora,7-May-20
Which countries are going to suffer from the economic effects of COVID-19?,-,Quora,7-May-20
What is the Covid-19 fatality rate?,-,Quora,7-May-20
Do you believe COVID-19 is a hoax?,-,Quora,7-May-20
What will be the effect of covid 19 on IIMs?,-,Quora,7-May-20
When do you think the world will stabilize after COVID-19 ends?,-,Quora,7-May-20
How are you planning to spend the next 21 curfew days due to COVID?,-,Quora,7-May-20
Who is Patient Zero for the COVID-19 virus?,-,Quora,7-May-20
How many cases of COVID-19 are there in the USA?,-,Quora,7-May-20
How will you improve yourself during the COVID-19 lockdown?,-,Quora,7-May-20
Who found the vaccine for COVID-19?,-,Quora,7-May-20
Why are twice as many men dying from the COVID-19 than women?,-,Quora,7-May-20
How dangerous is the Hantavirus in comparison with the COVID-19?,-,Quora,7-May-20
What are you doing to spend time while staying home due to Covid-19?,-,Quora,7-May-20
How can the global economy be back on its track after covid-19?,-,Quora,7-May-20
What are some Coronavirus (COVID-19) related travel tips?,-,Quora,7-May-20
Can a young and healthy person die from a coronavirus (COVID-19) infection?,-,Quora,7-May-20
Is Covid-19 an economic pandemic?,-,Quora,7-May-20
Is it correct to blame Tablighi Jamaat for an increase in COVID-19 cases in India?,-,Quora,7-May-20
What would have happened if COVID 19 had started in India?,-,Quora,7-May-20
How long will social distancing for Covid-19 last?,-,Quora,7-May-20
Is lock down is further going to increase from 14th April in India due to covid-19?,-,Quora,7-May-20
How many deaths can we expect from COVID-19 in the US alone?,-,Quora,7-May-20
Does nicotine use reduce COVID-19 risk?,-,Quora,7-May-20
"The USA has 5% of the world’s population, but about 30% of COVID-19 cases, despite being the richest nation on the planet. Where did it go wrong?",-,Quora,7-May-20
How is the novel Coronavirus (COVID-19) spread? Can I catch it?,-,Quora,7-May-20
What is one savage tweet around COVID-19?,-,Quora,7-May-20
Why are kids not getting COVID-19?,-,Quora,7-May-20
"If you had SARS, would you be immune to covid-19 (coronavirus)?",-,Quora,7-May-20
How successful was plasma therapy against COVID 19?,-,Quora,7-May-20
What is the exact number of death in India due to COVIID 19?,-,Quora,7-May-20
"Did you ever expect you'd be considered an ""essential worker"" in the USA before the Covid-19 outbreak?",-,Quora,7-May-20
How can artificial intelligence help with the covid-19 epidemic?,-,Quora,7-May-20
"How is it possible that Prince Charles of Wales, at 71 years old, is now healthy after only one week of having COVID-19?",-,Quora,7-May-20
"Why is Trump blaming the WHO for the COVID-19 pandemic, threatening to cut funding?",-,Quora,7-May-20
How long does COVID-19 live on surfaces?,-,Quora,7-May-20
My pastor said COVID-19 is a punishment from God. Is he right?,-,Quora,7-May-20
What would happen if Donald Trump caught and died from COVID-19?,-,Quora,7-May-20
"Let’s say a vaccine for COVID-19 becomes widely available, and the virus becomes a pandemic. What will anti-vaxxers do?",-,Quora,7-May-20
Can you get COVID -19 twice or does it cause immunity?,-,Quora,7-May-20
How is life before COVID 19 and after CoVID 19?,-,Quora,7-May-20
Is a recession due to the coronavirus inevitable?,-,Quora,7-May-20
Why is the WHO renaming the new coronavirus Covid-19?,-,Quora,7-May-20
"If you live in Italy, what do you want the rest of the world to know about the coronavirus (Covid-19) pandemic?",-,Quora,7-May-20
What is the first thing you would do after the COVID-19 quarantine?,-,Quora,7-May-20
Why does the USA have more confirmed COVID-19 cases than China?,-,Quora,7-May-20
What is the most likely exit strategy from the Covid-19 lockdown for governments around the world?,-,Quora,7-May-20
Which antibiotics can treat the novel coronavirus (nCoV/COVID-19)?,-,Quora,7-May-20
What are some investments that can be profitable during the Covid-19 pandemic?,-,Quora,7-May-20
Which state in America will be impacted the most as a result of the Covid-19 pandemic?,-,Quora,7-May-20
How are you utilising the 21-day lockdown set by PM Modi to prevent Covid-19?,-,Quora,7-May-20
Would atheists be more likely to get COVID-19?,-,Quora,7-May-20
How did the Covid-19 virus spread to America so fast?,-,Quora,7-May-20
How prepared is Canada for COVID-19?,-,Quora,7-May-20
Are there new cases of COVID-19 in China?,-,Quora,7-May-20
Why is COVID-19 spreading relatively slowly in Canada?,-,Quora,7-May-20
What is a COVID-19 recovery process?,-,Quora,7-May-20
What is happening to Hong Kong during the COVID-19 outbreak?,-,Quora,7-May-20
Can the CoVID-19 virus spread through drinking water?,-,Quora,7-May-20
Does China give correct information to other countries on COVID-19?,-,Quora,7-May-20
What do you think of Trump administration’s handling of the COVID-19 (Corona Virus) pandemic crisis?,-,Quora,7-May-20
Why does the United States have more death due to COVID-19 than any other nations in the world?,-,Quora,7-May-20
What if the 21-day lockdown fails and COVID-19 continues to spread?,-,Quora,7-May-20
Do you think Bitcoin will skyrocket due to COVID-19?,-,Quora,7-May-20
What will travel look like after the end of the COVID-19 pandemic?,-,Quora,7-May-20
How do you compare the COVID-19 crisis with the 2008 economic crisis?,-,Quora,7-May-20
How are people surviving after contracting the coronavirus (Covid-19)?,-,Quora,7-May-20
Is it the right time to invest in the stock market as the market is unstable due to the COVID-19 fear?,-,Quora,7-May-20
What will be the educational impacts of COVID-19?,-,Quora,7-May-20
Why is Amit Shah not talking about Covid-19 being a home minister of India?,-,Quora,7-May-20
Why are stock markets dipping in response to COVID-19?,-,Quora,7-May-20
Why is God so cruel to allow covid-19?,-,Quora,7-May-20
"As a Chinese citizen, are you worried about the COVID-19?",-,Quora,7-May-20
Do people who recovered from COVID-19 infection develop resistance against subsequent infections?,-,Quora,7-May-20
What would you be doing the time you are reading this question if there is no existence of COVID-19? What are you doing now?,-,Quora,7-May-20
Why and how is COVID-19 affecting the stock market?,-,Quora,7-May-20
Is India ready for COVID-19?,-,Quora,7-May-20
How can you find a new job during the coronavirus COVID-19 outbreak?,-,Quora,7-May-20
What are some stunning photos showing the world under Covid-19 lockdown?,-,Quora,7-May-20
What is your opinion on your government’s response to COVID-19?,-,Quora,7-May-20
How do you write COVID-19 in Chinese?,-,Quora,7-May-20
Is it possible to have COVID-19 without any symptoms at all?,-,Quora,7-May-20
Do you think covid 19 is a little hyped?,-,Quora,7-May-20
Why are Russia's COVID-19 numbers so low?,-,Quora,7-May-20
When will life get back to normal after the onset of COVID 19?,-,Quora,7-May-20
Is asthma a risk factor for COVID 19?,-,Quora,7-May-20
Is there any blessing in disguise from this Covid-19 pandemic?,-,Quora,7-May-20
"I am scheduled to join Deloitte (USI) Hyderabad Office on 26th of May, will my joining date be affected because of Covid-19 (Corona Virus)?",-,Quora,7-May-20
Will there be a lot of layoffs in the tech industry due to the COVID-19 pandemic?,-,Quora,7-May-20
How can you avoid catching COVID-19 while travelling?,-,Quora,7-May-20
Is there any possibility that the COVID 19 did not originate in China? Or definitely in China? Is there any scientific evidence/proof so far?,-,Quora,7-May-20
How 2020 recession due to Corona virus (Covid-19) will affect IT industries in India?,-,Quora,7-May-20
What has happened to the crime rate during Covid 19?,-,Quora,7-May-20
Are people being arrested for leaving their homes due to COVID 19?,-,Quora,7-May-20
Is there underreporting of coronavirus COVID-19 cases in specific countries or worldwide?,-,Quora,7-May-20
What kind of startup idea can be beneficial during Coronavirus disease (COVID-19)?,-,Quora,7-May-20
Is the global economy headed for recession in 2020 because of COVID-19?,-,Quora,7-May-20
What advice should we follow against covid-19?,-,Quora,7-May-20
Did the Covid-19 (coronavirus) develop in a laboratory?,-,Quora,7-May-20
What Indian states have no COVID-19 cases so far?,-,Quora,7-May-20
Is it possible that life will not return to normal after COVID-19?,-,Quora,7-May-20
Why are so many covid 19 deaths happening in Mumbai?,-,Quora,7-May-20
Will the USA sue China for COVID-19 pandemic?,-,Quora,7-May-20
What if the Covid-19 vaccine is never discovered?,-,Quora,7-May-20
How will Coronavirus (COVID-19) affect a student’s life?,-,Quora,7-May-20
Why hasn't Donald Trump taken the COVID 19 test?,-,Quora,7-May-20
Why is Europe being hit so hard by the COVID-19 pandemic?,-,Quora,7-May-20
Is Maharashtra becoming India's COVID-19 epicenter?,-,Quora,7-May-20
Why are people infected with COVID-19 reporting that they began to feel better before becoming critically ill?,-,Quora,7-May-20
Is it true that COVID-19 is steadily declining?,-,Quora,7-May-20
Is China still on lock-down due to COVID-19?,-,Quora,7-May-20
Do you think COVID-19 was injected purposely?,-,Quora,7-May-20
Is COVID 19 a political tool?,-,Quora,7-May-20
Why are Americans the most affected nation in the world by Covid-19?,-,Quora,7-May-20
Is it true that Donald Trump has the COVID-19?,-,Quora,7-May-20
What does the COVID-19 coronavirus look like?,-,Quora,7-May-20
Why are some people asymptomatic while others can be highly symptomatic with the COVID-19?,-,Quora,7-May-20
Why are children almost immune to Covid-19?,-,Quora,7-May-20
Why is COVID-19 called a novel virus?,-,Quora,7-May-20
"Who, if anyone, could the Coronavirus Covid 19 benefit and how?",-,Quora,7-May-20
Has COVID-19 changed your relationship with your cat?,-,Quora,7-May-20
Are we “flattening the curve” of COVID-19 successfully?,-,Quora,7-May-20
"Will the COVID-19 coronavirus be as bad as the 1918 Spanish Flu pandemic that infected 500,000,000 people?",-,Quora,7-May-20
Do you know anyone who has died or been terribly sick by Coronavirus/COVID-19?,-,Quora,7-May-20
Do you think Amid the covid -19 crisis UPSC preliminary exams will be conducted?,-,Quora,7-May-20
Will the Chinese government be held accountable in any way for the Covid-19 virus epidemic?,-,Quora,7-May-20
How did the US fail to prevent a Covid-19 outbreak?,-,Quora,7-May-20
How does Remdesivir work in the body to fight Covid-19?,-,Quora,7-May-20
Would Obama handle the COVID-19 incident better than Trump?,-,Quora,7-May-20
Will the US dollar collapse because of covid-19 (coronavirus)?,-,Quora,7-May-20
Why is it being advised to not take ibuprofen if one has CoVID 19?,-,Quora,7-May-20
How is Vietnam fighting COVID-19 so effectively despite being a third-world country?,-,Quora,7-May-20
What will be the maximum lockdown period in India due to COVID 19?,-,Quora,7-May-20
Are we to blame God for this COVID-19 pandemic?,-,Quora,7-May-20
Which country has had the worst response to COVID-19?,-,Quora,7-May-20
Is it true that the president has suggested that people inject with disinfectant to cure COVID-19?,-,Quora,7-May-20
What are the early symptoms of the Covid-19 (coronavirus)?,-,Quora,7-May-20
What would happen if Trump tests positive for COVID-19?,-,Quora,7-May-20
"If you were quarantined due to the COVID-19 virus, what would you do to entertain yourself?",-,Quora,7-May-20
Could India be the next coronavirus (COVID-19) spread hotspot? Why do you think so?,-,Quora,7-May-20
Why is the COVID-19 fatality rate so high in the US compared to China?,-,Quora,7-May-20
Will BTS cancel their world tour because of COVID-19?,-,Quora,7-May-20
Is India heading towards a situation like Italy or the USA on COVID 19?,-,Quora,7-May-20
What do you think of Trump’s idea to inject disinfectant into your body as a cure for Covid-19?,-,Quora,7-May-20
Are companies still hiring workers given the restrictions imposed due to the COVID 19 virus outbreak?,-,Quora,7-May-20
Does the COVID-19 virus come from America?,-,Quora,7-May-20
Are we all going to die of Covid-19?,-,Quora,7-May-20
What types of animals are susceptible to coronavirus (COVID-19)?,-,Quora,7-May-20
What are your best tips for entertaining young kids during the stay at home orders in the time of the COVID-19 crisis?,-,Quora,7-May-20
Has the Covid-19 virus already been in the USA for a while undetected?,-,Quora,7-May-20
What are people’s impressions about President Trump claiming he was “being sarcastic” when musing whether people should inject disinfectant to defeat COVID-19?,-,Quora,7-May-20
"Why is everybody so worried about the new coronavirus, COVID-19, if SARS was more virulent?",-,Quora,7-May-20
How does Coronavirus (COVID-19) affect freelancing?,-,Quora,7-May-20
Why is Sweden not taking precautions on COVID-19?,-,Quora,7-May-20
How safe is it visiting a medical clinic/urgent care/hospital for non-COVID-19 health issues during the pandemic?,-,Quora,7-May-20
"Compared to past pandemics, how deadly is Covid-19?",-,Quora,7-May-20
What are the safety measures taken globally to prevent covid-19?,-,Quora,7-May-20
Is it imperative to be tested for COVID-19?,-,Quora,7-May-20
What are some rumors related to COVID-19?,-,Quora,7-May-20
Does COVID-19 cause irreversible damage to the respiratory system?,-,Quora,7-May-20
Do you think life will recover from COVID 19 by at least June?,-,Quora,7-May-20
Who will find the cure against the COVID-19 coronavirus?,-,Quora,7-May-20
Why is the death rate from the COVID-19 coronavirus in Italy disproportionally high compared to any other place on Earth?,-,Quora,7-May-20
How can I make sure to not get affected with the novel covid-19 virus?,-,Quora,7-May-20
Is COVID-19 making us better or worse people?,-,Quora,7-May-20
"Why was COVID-19 such a ""surprise"" to the Trump administration?",-,Quora,7-May-20
Can COVID-19 mutate?,-,Quora,7-May-20
Has the Covid-19 corona virus vaccine been found?,-,Quora,7-May-20
Which is the new place of the covid-19 epicenter?,-,Quora,7-May-20
How could COVID-19 become COVID-20?,-,Quora,7-May-20
What happens if India faces a situation like Italy during COVID '19?,-,Quora,7-May-20
Why hasn't Trump gotten sick from Covid-19?,-,Quora,7-May-20
What is going on right now in your COVID-19 lockdown?,-,Quora,7-May-20
Is the USA responsible for coronavirus (Covid-19) or China?,-,Quora,7-May-20
Will convalescent plasma therapy be the answer to covid-19?,-,Quora,7-May-20
Is India going to touch 1 lakh covid 19 cases?,-,Quora,7-May-20
Does zinc help protect against Covid-19?,-,Quora,7-May-20
Is there a message God is trying to send us via COVID-19?,-,Quora,7-May-20
What industries will never be the same because of COVID-19?,-,Quora,7-May-20
Did Donald Trump really suggest injecting disinfectant to fight COVID-19? What evidence is he basing this on?,-,Quora,7-May-20
"If President Trump opens the economy, will we see a second wave of COVID-19?",-,Quora,7-May-20
What is the latest update on Corona/Covid-19 in India?,-,Quora,7-May-20
What news about COVID '19 shocked you the most?,-,Quora,7-May-20
Should a girlfriend kiss her boyfriend who has Covid-19?,-,Quora,7-May-20
Why are so many people who get the COVID-19 asymptomatic?,-,Quora,7-May-20
Why is it called Covid 19 and not Covid 20?,-,Quora,7-May-20
Which countries have the best procedures in place to contain the COVID-19 coronavirus?,-,Quora,7-May-20
How do you move your business online during the Covid-19 outbreak?,-,Quora,7-May-20
Is India in the stage 4 of COVID-19?,-,Quora,7-May-20
Is Amit Shah planning something bigger during the COVID-19 lockdown?,-,Quora,7-May-20
How many COVID 19 tests is India doing per day? Is it sufficient or not?,-,Quora,7-May-20
