Question,Answer,Source,Date Retrieved
Is it safe for me to donate blood during the coronavirus pandemic ,"If you are healthy and interested in donating blood, the FDA encourages you to contact a local donation center to make an appointment.",Food and Drug Administration,28-Apr-20
"Can COVID-19 be transmitted through human cells, tissues, or cellular and tissue- based products (HCT/Ps) ","Respiratory viruses, in general, are not known to be transmitted by implantation, transplantation, infusion, or transfer of human cells, tissues, or cellular or tissue-based products (HCT/Ps). ",Food and Drug Administration,28-Apr-20
What is convalescent plasma ,"Convalescent plasma is the liquid part of blood that is collected from patients who have recovered from the novel coronavirus disease, COVID-19, caused by the virus SARS-CoV-2. ",Food and Drug Administration,28-Apr-20
Why is convalescent plasma being investigated to treat COVID-19,Convalescent plasma is being investigated for the treatment of COVID-19 because there is no approved treatment for this disease and there is some information that suggests it might help some patients recover from COVID-19. ,Food and Drug Administration,28-Apr-20
"I recently recovered from COVID-19, can I donate convalescent plasma ",COVID-19 convalescent plasma must only be collected from recovered individuals if they are eligible to donate blood. Individuals must have had a prior diagnosis of COVID- 19 documented by a laboratory test and meet other laboratory criteria. ,Food and Drug Administration,28-Apr-20
Are there any FDA-approved drug products or medicines to treat COVID-19 ,"At this time, there are no FDA-approved drug products to treat COVID-19. ",Food and Drug Administration,28-Apr-20
 Are antibiotics effective in preventing or treating COVID-19 ,"No. Antibiotics do not work against viruses; they only work on bacterial infections. Antibiotics do not prevent or treat coronavirus disease (COVID-19), because COVID-19 is caused by a virus, not bacteria.",Food and Drug Administration,28-Apr-20
Will Miracle Mineral Solution (MMS) cure COVID-19 ,No. Miracle Mineral Solution does not cure COVID-19 and has not been approved by the FDA for any use. ,Food and Drug Administration,28-Apr-20
Are chloroquine phosphate or hydroxychloroquine sulfate approved by the FDA to treat COVID-19 ,No. Hydroxychloroquine sulfate and some versions of chloroquine phosphate are FDA-approved to treat malaria. ,Food and Drug Administration,28-Apr-20
May health care providers prescribe chloroquine phosphate or hydroxychloroquine sulfate off-label to treat patients with COVID-19 ,"Chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. ",Food and Drug Administration,28-Apr-20
Are there data showing that chloroquine phosphate or hydroxychloroquine sulfate might benefit patients with COVID-19 ,"In the lab, these drugs have been shown to prevent the growth of the virus that causes COVID-19. There are a few reports of patients with COVID-19 who received these drugs and improved. Some are reports of groups of patients, all of whom received the drug. It is not known whether it was the drug that led to the improvement or whether there were other factors involved. ",Food and Drug Administration,28-Apr-20
 Should I take ivermectin to prevent or treat COVID-19 ,"No. While there are approved uses for ivermectin in people and animals, it is not approved for the prevention or treatment of COVID-19. ",Food and Drug Administration,28-Apr-20
What is the FDA doing to protect people from fraudulent COVID-19 products ,We have established a cross-agency task force dedicated to closely monitoring for fraudulent COVID-19 products. ,Food and Drug Administration,28-Apr-20
Are there going to be drug shortages due to drug manufacturer facility closures in China ,"The FDA has been closely monitoring the supply chain with the expectation that the COVID-19 outbreak would likely impact the medical product supply chain, including potential disruptions to supply or shortages of critical medical products in the U.S. ",Food and Drug Administration,28-Apr-20
Am I at risk for COVID-19 from taking FDA-approved drugs made in China ,"Currently, there is no evidence to support transmission of COVID-19 associated with imported goods, including food and drugs for humans and pets. ",Food and Drug Administration,28-Apr-20
Who should I contact with drug-related questions ,"If you have additional questions, call FDA’s Division of Drug Information at (855) 543-3784 or email us at druginfo@fda.hhs.gov (mailto:druginfo@fda.hhs.gov). ",Food and Drug Administration,28-Apr-20
Is there a test for COVID-19 ,"Yes, there are tests for COVID-19. ",Food and Drug Administration,28-Apr-20
How are people tested for COVID-19 ,"To be tested for COVID-19, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.",Food and Drug Administration,28-Apr-20
Are there any tests that I can purchase to test myself at home for COVID-19 ,"At this time, the FDA has not authorized any COVID-19 test to be completely used and processed at home. ",Food and Drug Administration,28-Apr-20
"If antibody tests are not used for diagnosis or exclusion of SARS-CoV-2 infection, what is their purpose ","Antibody tests cannot be used alone to rule out COVID-19. However, they can serve an important role. Using antibody tests on many patients may help the medical community better understand the immune response in patients over time and how many people may have been infected.",Food and Drug Administration,28-Apr-20
Should I purchase personal protective equipment such as facemasks or N95 respirators for me and my family ,": No. Surgical masks and N95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring COVID-19. ",Food and Drug Administration,28-Apr-20
"Is there a shortage of personal protective equipment (PPE) such as gloves, masks, and N95 respirators or of ventilators ",The agency is also aware of challenges throughout the supply chain that are presently impacting the availability of PPE products and is taking steps to mitigate shortages that health care facilities are already experiencing. ,Food and Drug Administration,28-Apr-20
Can 3D printing be used to make PPE ,"While it is possible to use 3D printing to make certain PPE, there are technical challenges. 3D-printed PPE may provide a physical barrier, but 3D-printed PPE are unlikely to provide the same fluid barrier and air filtration protection as FDA-cleared surgical masks and N95 respirators",Food and Drug Administration,28-Apr-20
Who should I contact if I have questions about medical devices or need more information ,Please contact the FDA’s Center for Devices and Radiological Health (CDRH)’s Division of Industry and Consumer Education (DICE) for general questions and information.,Food and Drug Administration,28-Apr-20
Will there be food shortages ,"There are no nationwide shortages of food, although in some cases the inventory of certain foods at your grocery store might be temporarily low before stores can restock. ",Food and Drug Administration,28-Apr-20
Will there be animal food shortages ,"There are no nationwide shortages of animal food, although in some cases the inventory of certain foods at your grocery store might be temporarily low before stores can restock.",Food and Drug Administration,28-Apr-20
What are the most important things I need to know to keep myself and others safe when I go to the grocery store during the pandemic ,"There are steps you can take to help protect yourself, grocery store workers and other shoppers, such as wearing a face covering, practicing social distancing, and using wipes on the handles of the shopping cart or basket. ",Food and Drug Administration,28-Apr-20
Are food products produced in the United States or other countries affected by COVID- 19 a risk for the spread of COVID-19 ,There is no evidence to suggest that food produced in the United States or imported from countries affected by COVID-19 can transmit COVID-19. ,Food and Drug Administration,28-Apr-20
"Can I get the coronavirus from food, food packaging, or food containers and preparation area ",": Currently there is no evidence of food, food containers, or food packaging being associated with transmission of COVID-19. Like other viruses, it is possible that the virus that causes COVID-19 can survive on surfaces or objects. ",Food and Drug Administration,28-Apr-20
Is the U.S. food supply safe ,Currently there is no evidence of food or food packaging being associated with transmission of COVID-19. ,Food and Drug Administration,28-Apr-20
Is the U.S. animal food supply safe ,Currently there is no evidence of animal food or food packaging being associated with transmission of COVID-19. ,Food and Drug Administration,28-Apr-20
Can I get COVID-19 from a food worker handling my food ,"Currently, there is no evidence of food or food packaging being associated with transmission of COVID-19. ",Food and Drug Administration,28-Apr-20
Should food workers who are ill stay home ,"CDC recommends that employees who have symptoms of acute respiratory illness stay home and not come to work until they are free of fever (100.4° F [37.8° C] or greater using an oral thermometer), signs of a fever, and any other symptoms for at least 24 hours, without the use of fever-reducing or other symptom-altering medicines (e.g. cough suppressants). ",Food and Drug Administration,28-Apr-20
"Should food facilities (grocery stores, manufacturing facilities, restaurants, etc.) perform any special cleaning or sanitation procedures for COVID-19 ","CDC recommends routine cleaning of all frequently touched surfaces in the workplace, such as workstations, countertops, and doorknobs. ",Food and Drug Administration,28-Apr-20
Can I get COVID-19 from my pet or other animals ,There is currently no evidence that animals are a source of COVID-19 infection in the United States. ,Food and Drug Administration,28-Apr-20
Is there a test for COVID-19 in pets ,"Certain veterinary diagnostic laboratories have developed diagnostic tests for SARS- CoV-2, the virus that causes COVID-19, for use in pets if needed. ",Food and Drug Administration,28-Apr-20
Should I get my pet tested for COVID-19 ,Routine testing of pets for COVID-19 is not recommended at this time.,Food and Drug Administration,28-Apr-20
What animal species can get COVID-19 ,"We currently don’t fully understand how COVID-19 affects different animal species. We are aware of a very small number of pets, including dogs and cats, reported to be infected with the virus that causes COVID-19 after close contact with people with COVID-19. ",Food and Drug Administration,28-Apr-20
Are there any approved products that can prevent or treat COVID-19 in animals ,"No. Under the Federal Food, Drug, and Cosmetic (FD&C) Act, “articles intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease in man or other animals” are drugs. The FDA has not approved any drugs for the diagnosis, cure, mitigation, treatment, or prevention of COVID-19 in animals. ",Food and Drug Administration,28-Apr-20
"Is it true that animals, like dogs, cats, and cattle, get their own different types of coronavirus ","Yes. Coronaviruses are a large family of viruses. Some coronaviruses like COVID-19 cause cold-like illnesses in people, while others cause illness in certain types of animals, such as cattle, camels, and bats. Some coronaviruses, such as canine and feline coronaviruses, only infect animals and do not infect humans. ",Food and Drug Administration,28-Apr-20
"If my pet previously had a species-specific coronavirus, does that make them more or less likely to get COVID-19 ",There are no data to suggest that current or previous infection with another strain of coronavirus would make your pet more or less likely to get COVID-19. ,Food and Drug Administration,28-Apr-20
"If my pet has been vaccinated for species-specific coronavirus, does that make them more or less likely to get COVID-19 ",: Species-specific coronavirus vaccines are unlikely to work against this type of coronavirus because it is a new virus that is different from the species-specific strains of coronavirus targeted by the vaccine. ,Food and Drug Administration,28-Apr-20
Is it safe to adopt pets from a shelter or rescue ,"There is no reason to think that any animals, including shelter or rescue pets, in the United States, might be a source of COVID-19. ",Food and Drug Administration,28-Apr-20
Are there going to be any animal drug shortages due to the COVID-19 outbreak ,The FDA has been and is continuing to closely monitor how the COVID-19 outbreak may impact the animal medical product supply chain. ,Food and Drug Administration,28-Apr-20
