Question,Answer,Source,Date Retrieved
Can I get sick with COVID-19 if it is on food  ,"Based on information about this novel coronavirus thus far, it seems unlikely that COVID-19 can be transmitted through food – additional investigation is needed. ",CDC,28-Apr-20
Will warm weather stop the outbreak of COVID-19  ,It is not yet known whether weather and temperature affect the spread of COVID-19. ,CDC,28-Apr-20
What is community spread  ,"Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected. ",CDC,28-Apr-20
What temperature kills the virus that causes COVID-19  ,Generally coronaviruses survive for shorter periods at higher temperatures and higher humidity than in cooler or dryer environments. ,CDC,28-Apr-20
Can mosquitoes or ticks spread the virus that causes COVID-19  ,"At this time, CDC has no data to suggest that this new coronavirus or other similar coronaviruses are spread by mosquitoes or ticks. ",CDC,28-Apr-20
Does CDC recommend the use of facemask or face coverings to prevent COVID-19  ,CDC recommends that people wear a cloth face covering to cover their nose and mouth in the community setting. ,CDC,28-Apr-20
"Am I at risk for COVID-19 from mail, packages, or products  ","Although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ",CDC,28-Apr-20
Should contact lens wearers take special precautions to prevent COVID-19  ,People who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional. ,CDC,28-Apr-20
Is contact lens disinfecting solution effective against COVID-19  ,"Hydrogen peroxide-based systems for cleaning, disinfecting, and storing contact lenses should be effective against the virus that causes COVID-19. ",CDC,28-Apr-20
What is the risk of my child becoming sick with COVID-19 ,"Based on available evidence, children do not appear to be at higher risk for COVID-19 than adults. ",CDC,28-Apr-20
How can I protect my child from COVID-19 infection  ,You can encourage your child to help stop the spread of COVID-19 by teaching them to do the same things everyone should do to stay healthy. ,CDC,28-Apr-20
Are the symptoms of COVID-19 different in children than in adults  ,No. The symptoms of COVID-19 are similar in children and adults. ,CDC,28-Apr-20
Should children wear masks  ,CDC recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community. ,CDC,28-Apr-20
How do I prepare my children in case of COVID-19 outbreak in our community  ,"Talk with your children about the outbreak, try to stay calm, and reassure them that they are safe. If appropriate, explain to them that most illness from COVID-19 seems to be mild.",CDC,28-Apr-20
What steps should parents take to protect children during a community outbreak  ,Discourage children and teens from gathering in other public places while school is dismissed to help slow the spread of COVID-19 in the community. ,CDC,28-Apr-20
" While school’s out, can my child hang out with their friends ","While school is out, children should not have in-person playdates with children from other households. If children are playing outside their own homes, it is essential that they remain 6 feet from anyone who is not in their own household. ",CDC,28-Apr-20
"While school’s out, how can I help my child continue learning  ",Stay in touch with your child’s school.,CDC,28-Apr-20
"While school’s out, will kids have access to meals  ",Many schools are keeping school facilities open to allow families to pick up meals or are providing grab-and-go meals at a central location. ,CDC,28-Apr-20
Is my child with an underlying medical condition or special healthcare need at higher risk for severe illness from COVID-19  ,It’s not known yet whether all of these children are at higher risk for severe illness from COVID-19. ,CDC,28-Apr-20
What can I do if my child has difficulties adjusting to new routines and following recommendations  ,"Behavioral techniques can be used to address behavioral challenges and to develop new routines. These include social stories, video modeling, picture schedules, and visual cues. Try rewarding your child in small ways with his or her favorite non-food treat or activities to help switch routines and to follow recommendations. ",CDC,28-Apr-20
How can my family cope with the added stress  ,"It is important to continue your family’s coping methods, including reaching out to other family members, friends, support groups, and organizations that have been helpful in the past. ",CDC,28-Apr-20
What if my child or someone else in the home is sick with symptoms of COVID-19  ,"If your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. ",CDC,28-Apr-20
"What if my child’s symptoms of their underlying medical condition or complex, chronic medical condition get worse  ",Call your child’s healthcare provider if you have any concerns about your child’s medical conditions. ,CDC,28-Apr-20
What if my child needs to go to the hospital ,Ask the healthcare provider to let the hospital know you are coming and to share the important information the hospital will need to know to care for your child. ,CDC,28-Apr-20
How can my family and I prepare for COVID-19 ,Create a household plan of action to help protect your health and the health of those you care about in the event of an outbreak of COVID-19 in your community .,CDC,28-Apr-20
What steps can my family take to reduce our risk of getting COVID-19  ,Practice everyday preventive actions to help reduce your risk of getting sick and remind everyone in your home to do the same. ,CDC,28-Apr-20
What should I do if someone in my house gets sick with COVID-19  ,Most people who get COVID-19 will be able to recover at home. ,CDC,28-Apr-20
"How can I prepare in case my child’s school, child care facility, or university is dismissed  ",Talk to the school or facility about their emergency operations plan. ,CDC,28-Apr-20
How can I prepare for COVID-19 at work  ,"Plan for potential changes at your workplace. Talk to your employer about their emergency operations plan, including sick-leave policies and telework options. ",CDC,28-Apr-20
Should I use soap and water or a hand sanitizer to protect against COVID-19  ,"Handwashing is one of the best ways to protect yourself and your family from getting sick. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol.",CDC,28-Apr-20
What cleaning products should I use to protect against COVID-19  ,"If surfaces are dirty, clean them using detergent or soap and water prior to disinfection. To disinfect, most common EPA-registered household disinfectants will work. See ",CDC,28-Apr-20
Should I make my own hand sanitizer if I can’t find it in the stores  ,CDC does not encourage the production and use of homemade hand sanitizer products.,CDC,28-Apr-20
What should I do if there is an outbreak in my community ,"During an outbreak, stay calm and put your preparedness plan to work. ",CDC,28-Apr-20
Will schools be dismissed if there is an outbreak in my community  ,Read or watch local media sources that report school dismissals or and watch for communication from your child’s school. ,CDC,28-Apr-20
Should I go to work if there is an outbreak in my community  ,"Stay home if you can. Talk to your employer to discuss working from home, taking leave if you or someone in your household gets sick with COVID-19 symptoms, or if your child’s school is dismissed temporarily. ",CDC,28-Apr-20
Can CDC tell me or my employer when it is safe for me to go back to work/school after recovering from or being exposed to COVID-19 ,CDC cannot address the policies of any business or organization. ,CDC,28-Apr-20
What are the symptoms and complications that COVID-19 can cause ,"Cough, shortness of breath or difficulty breathing, fever, chills, muscle pain, headache, sore throat",CDC,28-Apr-20
Should I be tested for COVID-19  ,Not everyone needs to be tested for COVID-19. ,CDC,28-Apr-20
Where can I get tested for COVID-19  ,"Contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. ",CDC,28-Apr-20
Can a person test negative and later test positive for COVID-19  ,"A negative result means that the virus that causes COVID-19 was not found in the person’s sample. In the early stages of infection, it is possible the virus will not be detected. ",CDC,28-Apr-20
What kind of test is being used to diagnose if I have COVID-19  ,"All of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. ",CDC,28-Apr-20
What is serology testing  And can I be tested using this method  ,"Serology testing checks a sample of a person’s blood to look for antibodies to SARS-CoV-2, the virus that causes COVID-19. These antibodies are produced when someone has been infected, so a positive result from this test indicates that person was previously infected with the virus. ",CDC,28-Apr-20
"If I have recovered from COVID-19, will I be immune to it  ","At this time, we are not sure if you can become re-infected. ",CDC,28-Apr-20
Who is at higher risk for serious illness from COVID-19 ,"Based on currently available information and clinical expertise, older adults and people of any age who have serious underlying medical conditions might be at higher risk for severe illness from COVID-19. ",CDC,28-Apr-20
What should people at higher risk of serious illness with COVID-19 do  ,"If there is an outbreak in your community, stay home as much as possible. Watch for symptoms and emergency signs. If you get sick, stay home and call your doctor. ",CDC,28-Apr-20
Are there any medications I should avoid taking if I have COVID-19  ,"Currently, there is no evidence to show that taking ibuprofen or naproxen can lead to a more severe infection of COVID-19. ",CDC,28-Apr-20
What about underlying medical conditions that are not included on this list  ,People with underlying medical conditions not on the list might also be at higher risk and should consult with their healthcare provider if they are concerned. ,CDC,28-Apr-20
What does a well-controlled health condition mean  ,"Generally, well-controlled means that your condition is stable, not life-threatening, and laboratory assessments and other findings are as similar as possible to those without the health condition. ",CDC,28-Apr-20
What does more severe illness mean  ,Severity typically means how much impact the illness or condition has on your body’s function. ,CDC,28-Apr-20
Are people with disabilities at higher risk  ,Most people with disabilities are not inherently at higher risk for becoming infected with or having severe illness from COVID-19. ,CDC,28-Apr-20
Am I at risk if I go to a funeral or visitation service for someone who died of COVID-19  ,There is currently no known risk associated with being in the same room at a funeral or visitation service with the body of someone who died of COVID-19. ,CDC,28-Apr-20
Am I at risk if I touch someone who died of COVID-19 after they have passed away  ,People should consider not touching the body of someone who has died of COVID-19. ,CDC,28-Apr-20
What do funeral home workers need to know about handling decedents who had COVID-19  ,Funeral home workers should follow their routine infection prevention and control precautions when handling a decedent who died of COVID-19. ,CDC,28-Apr-20
What should I do if my family member died from COVID-19 while overseas  ,"When a US citizen dies outside the United States, the deceased person’s next of kin or legal representative should notify US consular officials at the Department of State. ",CDC,28-Apr-20
My family member died from COVID-19 while overseas. What are the requirements for returning the body to the United States  ,"CDC does not require an autopsy before the remains of a person who died overseas are returned to the United States. Depending on the circumstances surrounding the death, some countries may require an autopsy. ",CDC,28-Apr-20
What is CDC doing about COVID-19  ,CDC is working with other federal partners in a whole-of-government response. ,CDC,28-Apr-20
What is the difference between cleaning and disinfecting  ,"Cleaning with soap and water removes germs, dirt, and impurities from surfaces. It lowers the risk of spreading infection. Disinfecting kills germs on surfaces. ",CDC,28-Apr-20
What is routine cleaning ,Routine cleaning is the everyday cleaning practices that businesses and communities normally use to maintain a healthy environment. ,CDC,28-Apr-20
How frequently should facilities be cleaned to reduce the potential spread of COVID-19  ,"Surfaces frequently touched by multiple people, such as door handles, bathroom surfaces, and handrails, should be cleaned with soap and water or another detergent at least daily when facilities are in use. More frequent cleaning and disinfection may be required based on level of use. ",CDC,28-Apr-20
Is cleaning alone effective against the virus that causes COVID-19  ,"Cleaning does not kill germs, but by removing them, it lowers their numbers and the risk of spreading infection. ",CDC,28-Apr-20
Who should clean and disinfect community spaces  ,Regular cleaning staff can clean and disinfect community spaces. ,CDC,28-Apr-20
How long do companies need to close for disinfection after an exposure ,Companies do not necessarily need to close after a person with confirmed or suspected COVID-19 has been in a company facility. ,CDC,28-Apr-20
How long before other workers can come back to work  ,Workers without close contact with the person with confirmed or suspected COVID-19 can return to work immediately after disinfection is completed. ,CDC,28-Apr-20
"How effective are alternative disinfection methods, such as ultrasonic waves, high intensity UV radiation, and LED blue light  ",The efficacy of these disinfection methods against the virus that causes COVID-19 is not known. ,CDC,28-Apr-20
"Should outdoor playgrounds, like those at schools or in parks, be cleaned and disinfected to prevent COVID-19  ",Outdoor areas generally require normal routine cleaning and do not require disinfection. ,CDC,28-Apr-20
Can sanitizing tunnels be used at building entrances or exits to prevent the spread of COVID-19  ,CDC does not recommend the use of sanitizing tunnels. ,CDC,28-Apr-20
Should sidewalks and roads be disinfected to prevent COVID-19  ,CDC does not recommend disinfection of sidewalks or roads. ,CDC,28-Apr-20
Can I get COVID-19 from my pets or other animals  ,"At this time, there is no evidence that animals play a significant role in spreading the virus that causes COVID-19. ",CDC,28-Apr-20
Do I need to get my pet tested for COVID-19 ,"No. At this time, routine testing of animals for COVID-19 is not recommended. ",CDC,28-Apr-20
Can animals carry the virus that causes COVID-19 on their skin or fur  ,"Although we know certain bacteria and fungi can be carried on fur and hair, there is no evidence that viruses, including the virus that causes COVID-19, can spread to people from the skin, fur, or hair of pets. ",CDC,28-Apr-20
Should I avoid contact with pets or other animals if I am sick with COVID-19  ,"Until we learn more about this new coronavirus, you should restrict contact with pets and other animals while you are sick with COVID-19, just like you would with people. ",CDC,28-Apr-20
What animals can get COVID-19  ,"CDC is aware of a small number of pets, including dogs and cats, reported to be infected with the virus that causes COVID-19, mostly after close contact with people with COVID-19. ",CDC,28-Apr-20
Can I walk my dog  ,"Walk dogs on a leash, maintaining at least 6 feet (2 meters) from other people and animals, do not gather in groups, and stay out of crowded places and avoid mass gatherings. ",CDC,28-Apr-20
What should I do if my pet gets sick and I think it’s COVID-19  ,"If your pet gets sick after contact with a person with COVID-19, do not take your pet to the veterinary clinic yourself. ",CDC,28-Apr-20
Why are animals being tested when many people can’t get tested  ,Animals are only being tested in very rare circumstances. Routine testing of animals is not recommended at this time.,CDC,28-Apr-20
Are pets from a shelter safe to adopt  ,"There is no reason to think that any animals, including shelter pets, play a significant role in spreading the virus that causes COVID-19. ",CDC,28-Apr-20
Are import animals and animal products safe ,CDC does not have any evidence to suggest that imported animals or animal products pose a risk for spreading COVID-19 in the United States. ,CDC,28-Apr-20
What precautions should be taken for animals that have recently been imported from outside the United States,"As with any animal introduced to a new environment, animals recently imported should be observed daily for signs of illness. If an animal becomes ill, the animal should be examined by a veterinarian. ",CDC,28-Apr-20
Can wild animals spread the virus that causes COVID-19 to people or pets  ,"Currently, there is no evidence to suggest the virus that causes COVID-19 is circulating in free-living wildlife in the United States, or that wildlife might be a source of infection for people in the United States. ",CDC,28-Apr-20
Can bats in United States spread COVID-19 back to people  ,"Other coronaviruses have been found in North American bats in the past, but there is currently no evidence that the virus that causes COVID-19 is present in any free-living wildlife in the United States, including bats. ",CDC,28-Apr-20
