if you were quarantined due to the covid virus what would you do to entertain yourself,462
did donald trump really suggest injecting disinfectant to fight covid,519
why has trump stated that injecting disinfectant will kill covid in a minute,519
is it true that the president has suggested that people inject with disinfectant to cure covid,519
has covid been in humans for years,19
has covid always existed,19
has covid been around for a while,19
will covid kill me,21
which covid symptoms lead to death,21
when covid started,36
when was the first case of covid confirmed in the usa,36
when was the novel covid first reported,310
does covid go away,65
has anyone actually recovered from the covid virus,65
had covid and recovered,65
what is the proper capitalization for covid,66
should covid be capitalized,66
should covid be all caps,66
can humans get covid from dogs or cats,84
can animals carry the virus that causes covid on their skin or fur,84
can humans become infected with the covid from an animal source,84
is any disinfectant injection available for covid,103
should i spray myself or my kids with disinfectant,103
can disinfectant sprays or wipes be used on my skin injected inhaled or ingested to prevent or treat covid,103
where was covid first identified,310
when was sars cov first identified,310
whats the difference between covid and sars cov 2,348
which covid is sars,348
how are covid and sars cov similar,348
which covid symptoms come first,383
which covid symptoms appear first,383
what are the early symptoms of the covid,383
has president trump failed america throughout the covid outbreak,474
are you confident with the way donald trump is handling the covid epidemic,474
what do trump supporters think of his handling of covid,474
who covid immunity,15
do covid antibodies provide immunity,15
do covid antibodies mean immunity,15
is covid in the air,27
is covid airborne or droplet,27
who covid airborne,27
do covid have cure,60
can covid be cured,60
theres already had a cure in china of covid is it true,60
do covid symptoms come and go,61
do covid symptoms come on fast,61
are covid symptoms sudden,61
can i make my own hand sanitizer,80
should i make my own hand sanitizer if i cant find it in the stores,80
if i cant find hand sanitizer in the store can i make my own,80
how can someone spread covid when asymptomatic,87
can someone spread the virus without being sick,87
can covid be caught from a person who has no symptoms,87
how can we distinguish covid from flu as a patient,96
is it covid or something else,96
how do i know if it is covid or just the common flu,96
why is convalescent plasma being investigated to treat covid,112
how successful was plasma therapy against covid,112
can plasma from covid survivors treat others,112
is it true that o+ blood types are immune to the covid,140
has the link between blood group and the severity of covid effects been confirmed,140
are some blood types able to fight this covid better than other blood types,140
what should i do if i had close contact with someone who has covid,162
what should you do if you suspect you have covid,162
what would you do if you found out you had covid,162
does covid cause irreversible damage to the respiratory system,378
do covid effects last forever,378
what lasting health impact will covid have on those who recover from covid,378
was there a covid 18 before covid,424
what happened to covid 1 18 and will there be a covid 20,424
how does covid vary from covid18 or covid17,424
is china lying about covid,428
does china give correct information to other countries on covid,428
is china being truthful about the number of deaths due to the covid or is it much higher,428
is there any blessing in disguise from this covid pandemic,430
what is 1 good thing that has happened as a result of covid,430
how will the covid pandemic benefit society in the long run,430
how has covid affected your job or career so far,432
how has covid affected your everyday life,432
how has covid impacted you so far,432
how do you think china has recovered from covid so quickly while the rest of the world is struggling,437
what is china doing to stop the spread of covid,437
how can china lower the spreading of covid,437
did covid cost trump his second term,454
how much of a factor will the covid be in the 2020 presidential election,454
in light of the covid pandemic is trump more likely to be re elected,454
will there be a lot of layoffs in the tech industry due to the covid pandemic,458
what would be the impact of covid on the it industry globally,458
how have the large tech companies been affected by covid,458
can a young and healthy person die from a covid infection,486
are children immuned to the new covid,486
are kids getting affected by covid,486
why are stock markets dipping in response to covid,501
what is it that is making the stock market even better amid the covid pandemic,501
why and how is covid affecting the stock market,501
how can the world hold china financially liable for the covid global pandemic,505
will the chinese government be held accountable in any way for the covid virus epidemic,505
what sort of penalty should china pay for causing covid,505
how will life be changed if in the next generations there is still no vaccine for covid,506
what could happen if the cure for covid is not found,506
what happens if lockdown cant prevent from covid for a whole year especially that there is no vaccine and cure,506
are we winning the war against covid,514
how effective is the measure of social distancing in the fight against covid,514
is the covid curve flattening,514
how many deaths do you expect from the covid when the pandemic is finally over,535
can covid reduce the population of humans on earth by half,535
will covid ultimately kill 1000000 in the us,535
why is there no vaccine for the covid virus,691
if the h1n1 vaccine was developed so quickly why does the covid vaccine take so much time,691
if regular flu vaccines can be produced each year why does the covid vaccine need 12 18 months,691
